Unnamed: 0,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,No Fills,Grup Professional,Nom_Cognom,Nascuda_Espanya,Data de naixament,Edat
300,Oriol,Romero García,Espanya,Barcelona,5,9,1972,Home,1512.135,No,1.0,Grup B,Oriol Romero García,Si,1972-09-05,53
301,Oriol,Martínez,Espanya,Sevilla,26,7,1957,Home,2361.87,No,1.0,Grup B,Oriol Martínez,Si,1957-07-26,68
302,Núria,Ferrer,Espanya,Barcelona,9,6,1959,,2029.6349999999998,No,1.0,Grup B,Núria Ferrer,Si,1959-06-09,66
303,Clara,García,Espanya,Sevilla,16,10,1951,Dona,1479.0149999999999,Si,,Grup B,Clara García,Si,1951-10-16,74
309,Valentina,Rojas,Colòmbia,Bogotà,6,9,1959,Dona,1226.475,No,1.0,Grup B,Valentina Rojas,No,1959-09-06,66
313,Carla,Sánchez,Espanya,Madrid,2,7,1990,Dona,1575.27,Si,,Grup B,Carla Sánchez,Si,1990-07-02,35
315,Marta,Romero García,Espanya,València,3,4,1972,Altres,1397.25,Si,,Grup B,Marta Romero García,Si,1972-04-03,53
316,Valentina,Torres,Colòmbia,Bogotà,14,1,1968,Dona,2111.3999999999996,No,1.0,Grup B,Valentina Torres,No,1968-01-14,58
318,Jordi,Romero Martínez,Espanya,Barcelona,11,6,1983,Home,2383.605,No,1.0,Grup B,Jordi Romero Martínez,Si,1983-06-11,42
319,Laia,García,Espanya,Madrid,9,8,1991,Dona,1547.3249999999998,No,1.0,Grup B,Laia García,Si,1991-08-09,34
320,Anna,Ferrer Castells,Espanya,Bilbao,18,8,1992,Dona,1363.0949999999998,Si,,Grup B,Anna Ferrer Castells,Si,1992-08-18,33
321,Toni,López,Espanya,Madrid,12,10,1964,Home,1414.8449999999998,Si,,Grup B,Toni López,Si,1964-10-12,61
322,Marta,Ferrer Sánchez,Espanya,València,18,3,1952,Dona,1344.465,Si,,Grup B,Marta Ferrer Sánchez,Si,1952-03-18,73
323,Marco,Russo,Itàlia,Torí,13,7,1982,Home,2270.79,No,1.0,Grup B,Marco Russo,No,1982-07-13,43
328,Lucas,Álvarez Álvarez,Argentina,Còrdova,17,5,1981,Home,1978.9199999999998,Si,,Grup B,Lucas Álvarez Álvarez,No,1981-05-17,44
331,Arnau,García,Espanya,València,11,2,1953,Home,1952.0099999999998,No,1.0,Grup B,Arnau García,Si,1953-02-11,72
332,Arnau,López,Espanya,Madrid,4,4,1994,Altres,1866.1049999999998,No,1.0,Grup B,Arnau López,Si,1994-04-04,31
335,Camila,Ramírez González,Mèxic,Guadalajara,10,4,1965,Dona,1917.8549999999998,No,1.0,Grup B,Camila Ramírez González,No,1965-04-10,60
338,Laia,Ferrer,Espanya,Bilbao,22,5,1978,Dona,1260.6299999999999,No,1.0,Grup B,Laia Ferrer,Si,1978-05-22,47
339,Marta,Romero,Espanya,Bilbao,8,7,1978,Dona,1910.61,No,1.0,Grup B,Marta Romero,Si,1978-07-08,47
355,Clara,Ferrer Martínez,Espanya,Sevilla,24,5,1951,Dona,1828.8449999999998,No,1.0,Grup B,Clara Ferrer Martínez,Si,1951-05-24,74
357,María,González Hernández,Mèxic,Ciutat de Mèxic,14,7,1965,Dona,1671.5249999999999,No,1.0,Grup B,María González Hernández,No,1965-07-14,60
359,Marc,Sánchez Castells,Espanya,Sevilla,21,3,1980,Home,1323.7649999999999,No,1.0,Grup B,Marc Sánchez Castells,Si,1980-03-21,45
360,Núria,García,Espanya,Barcelona,2,5,1989,Dona,1683.945,Si,,Grup B,Núria García,Si,1989-05-02,36
361,Laia,López,Espanya,Madrid,21,4,1984,Dona,1220.2649999999999,Si,,Grup B,Laia López,Si,1984-04-21,41
365,Carla,García,Espanya,Barcelona,6,10,2001,Dona,2030.6699999999998,Si,,Grup B,Carla García,Si,2001-10-06,24
367,Núria,Romero Martínez,Espanya,València,16,3,2004,Dona,1426.2299999999998,Si,,Grup B,Núria Romero Martínez,Si,2004-03-16,21
368,Sophie,Moreau Lefevre,França,Marsella,11,1,1995,Dona,1802.9699999999998,Si,,Grup B,Sophie Moreau Lefevre,No,1995-01-11,31
373,Núria,Ferrer Romero,Espanya,Sevilla,16,3,1989,Dona,1300.995,No,1.0,Grup B,Núria Ferrer Romero,Si,1989-03-16,36
375,Arnau,López López,Espanya,Bilbao,6,6,1991,Home,1430.37,No,1.0,Grup B,Arnau López López,Si,1991-06-06,34
377,Clara,Romero López,Espanya,Barcelona,8,12,1985,Dona,1433.475,Si,,Grup B,Clara Romero López,Si,1985-12-08,40
378,Carla,López Sánchez,Espanya,Bilbao,11,10,1961,Dona,1682.9099999999999,Si,,Grup B,Carla López Sánchez,Si,1961-10-11,64
380,Toni,Ferrer,Espanya,Bilbao,5,9,1957,Home,1464.5249999999999,No,1.0,Grup B,Toni Ferrer,Si,1957-09-05,68
381,Anna,Castells Martínez,Espanya,Bilbao,6,3,1959,Dona,1615.6349999999998,Si,,Grup B,Anna Castells Martínez,Si,1959-03-06,66
383,Mia,Fischer,Alemanya,Munic,8,9,1953,Dona,1724.31,No,1.0,Grup B,Mia Fischer,No,1953-09-08,72
390,Núria,Martínez Romero,Espanya,Bilbao,9,7,1965,Dona,1675.665,Si,,Grup B,Núria Martínez Romero,Si,1965-07-09,60
391,Sara,Torres Castro,Colòmbia,Medellín,25,2,1992,Dona,1380.6899999999998,Si,,Grup B,Sara Torres Castro,No,1992-02-25,33
393,Marco,Conti Russo,Itàlia,Torí,28,1,2005,Home,2072.0699999999997,No,1.0,Grup B,Marco Conti Russo,No,2005-01-28,21
396,Ali,Bennani,Marroc,Casablanca,22,3,1980,Home,2235.6,Si,,Grup B,Ali Bennani,No,1980-03-22,45
403,Marc,Ferrer García,Espanya,València,21,4,1996,Home,1674.6299999999999,No,1.0,Grup B,Marc Ferrer García,Si,1996-04-21,29
408,Joan,Romero Martínez,Espanya,Bilbao,24,12,1985,Home,1825.7399999999998,No,1.0,Grup B,Joan Romero Martínez,Si,1985-12-24,40
415,Marta,Romero Ferrer,Espanya,Barcelona,7,2,1962,Dona,1382.76,Si,,Grup B,Marta Romero Ferrer,Si,1962-02-07,63
416,Carla,Castells Castells,Espanya,Sevilla,22,6,1979,Dona,1909.5749999999998,No,1.0,Grup B,Carla Castells Castells,Si,1979-06-22,46
419,Arnau,Martínez,Espanya,Bilbao,25,4,1959,Home,1420.02,Si,,Grup B,Arnau Martínez,Si,1959-04-25,66
429,Marta,Romero,Espanya,Sevilla,26,10,2002,Dona,1336.185,Si,,Grup B,Marta Romero,Si,2002-10-26,23
430,Camille,Girard Lefevre,França,París,26,1,2001,Dona,1574.235,Si,,Grup B,Camille Girard Lefevre,No,2001-01-26,25
433,Carla,López,Espanya,Bilbao,7,7,2003,Dona,1821.6,Si,,Grup B,Carla López,Si,2003-07-07,22
434,Toni,Castells Romero,Espanya,València,26,8,1988,Home,1337.2199999999998,Si,,Grup B,Toni Castells Romero,Si,1988-08-26,37
436,Leon,Schneider,Alemanya,Munic,5,5,1981,Home,1730.5199999999998,No,1.0,Grup B,Leon Schneider,No,1981-05-05,44
445,Marta,García,Espanya,Bilbao,19,8,1950,Dona,1481.0849999999998,No,1.0,Grup B,Marta García,Si,1950-08-19,75
449,Francesca,Ferrari Ferrari,Itàlia,Torí,21,4,1990,,1362.06,No,1.0,Grup B,Francesca Ferrari Ferrari,No,1990-04-21,35
453,Núria,Martínez Ferrer,Espanya,Barcelona,7,11,1991,Dona,1558.7099999999998,No,1.0,Grup B,Núria Martínez Ferrer,Si,1991-11-07,34
456,Joan,García,Espanya,Madrid,22,10,2000,Home,2139.345,No,1.0,Grup B,Joan García,Si,2000-10-22,25
457,Oriol,Castells,Espanya,Bilbao,13,4,1972,Home,1647.7199999999998,Si,,Grup B,Oriol Castells,Si,1972-04-13,53
458,Jordi,Ferrer López,Espanya,Madrid,13,9,1955,Home,1750.185,Si,,Grup B,Jordi Ferrer López,Si,1955-09-13,70
461,Marc,López Sánchez,Espanya,Sevilla,11,4,1968,Home,1361.0249999999999,No,1.0,Grup B,Marc López Sánchez,Si,1968-04-11,57
462,Marta,López Sánchez,Espanya,Madrid,17,5,1992,Dona,1936.485,Si,,Grup B,Marta López Sánchez,Si,1992-05-17,33
473,Toni,Castells,Espanya,València,4,9,1964,Home,1342.395,No,1.0,Grup B,Toni Castells,Si,1964-09-04,61
474,Núria,Ferrer,Espanya,Barcelona,19,9,2001,Dona,1187.145,Si,,Grup B,Núria Ferrer,Si,2001-09-19,24
477,Marc,Romero,Espanya,Madrid,2,8,1984,Home,1692.225,No,1.0,Grup B,Marc Romero,Si,1984-08-02,41
482,Laia,Castells López,Espanya,Barcelona,15,11,1969,Dona,1533.87,No,1.0,Grup B,Laia Castells López,Si,1969-11-15,56
486,Eva,Castells Martínez,Espanya,Barcelona,15,7,1996,Dona,1417.9499999999998,Si,,Grup B,Eva Castells Martínez,Si,1996-07-15,29
487,Lukas,Müller Fischer,Alemanya,Hamburg,28,3,1971,Home,2113.47,No,1.0,Grup B,Lukas Müller Fischer,No,1971-03-28,54
488,Marta,Ferrer,Espanya,Madrid,25,5,1976,Dona,1989.2699999999998,No,1.0,Grup B,Marta Ferrer,Si,1976-05-25,49
491,Laia,Romero,Espanya,Sevilla,18,5,1960,Dona,1401.3899999999999,No,1.0,Grup B,Laia Romero,Si,1960-05-18,65
493,Toni,Ferrer,Espanya,Bilbao,20,2,1980,Home,1504.8899999999999,No,1.0,Grup B,Toni Ferrer,Si,1980-02-20,45
494,Laia,García Ferrer,Espanya,Bilbao,19,1,1970,Dona,1826.7749999999999,No,1.0,Grup B,Laia García Ferrer,Si,1970-01-19,56
495,Beatriz,Oliveira Ferreira,Portugal,Lisboa,5,9,1985,Dona,1602.1799999999998,Si,,Grup B,Beatriz Oliveira Ferreira,No,1985-09-05,40
499,Arnau,Ferrer Romero,Espanya,València,13,7,1958,Home,1848.5099999999998,Si,,Grup B,Arnau Ferrer Romero,Si,1958-07-13,67
503,Santiago,Gutiérrez Torres,Colòmbia,Medellín,4,12,1959,Home,2316.33,Si,,Grup B,Santiago Gutiérrez Torres,No,1959-12-04,66
507,Gabriela,Ramírez,Mèxic,Ciutat de Mèxic,19,2,1990,Dona,1623.915,Si,,Grup B,Gabriela Ramírez,No,1990-02-19,35
509,Carla,Martínez,Espanya,València,17,4,1999,Dona,1325.8349999999998,No,1.0,Grup B,Carla Martínez,Si,1999-04-17,26
511,Youssef,El Amrani Fassi,Marroc,Rabat,13,10,1981,Home,1847.475,No,1.0,Grup B,Youssef El Amrani Fassi,No,1981-10-13,44
513,Martina,Rodríguez Gómez,Argentina,Buenos Aires,10,3,1978,Dona,1337.2199999999998,Si,,Grup B,Martina Rodríguez Gómez,No,1978-03-10,47
514,Antoine,Lefevre,França,Marsella,1,10,1953,Home,1806.0749999999998,No,1.0,Grup B,Antoine Lefevre,No,1953-10-01,72
515,Eva,Ferrer Romero,Espanya,Bilbao,19,5,1976,Dona,1461.4199999999998,No,1.0,Grup B,Eva Ferrer Romero,Si,1976-05-19,49
530,Lucas,Fernández Álvarez,Argentina,Còrdova,27,4,1993,Home,2061.72,Si,,Grup B,Lucas Fernández Álvarez,No,1993-04-27,32
531,Julieta,Rodríguez,Argentina,Buenos Aires,24,7,1979,Dona,1222.3349999999998,No,1.0,Grup B,Julieta Rodríguez,No,1979-07-24,46
533,Jordi,Ferrer,Espanya,Sevilla,5,3,1993,Home,1710.8549999999998,Si,,Grup B,Jordi Ferrer,Si,1993-03-05,32
543,Pau,Ferrer García,Espanya,Barcelona,21,3,1982,Home,1314.4499999999998,No,1.0,Grup B,Pau Ferrer García,Si,1982-03-21,43
547,Emily,Taylor Jones,Regne Unit,Manchester,28,3,1958,Dona,2104.1549999999997,No,1.0,Grup B,Emily Taylor Jones,No,1958-03-28,67
548,Anna,Castells García,Espanya,Bilbao,26,3,1950,Dona,1516.2749999999999,Si,,Grup B,Anna Castells García,Si,1950-03-26,75
549,Toni,Martínez,Espanya,Bilbao,5,7,1973,Home,1700.5049999999999,Si,,Grup B,Toni Martínez,Si,1973-07-05,52
550,Núria,Ferrer,Espanya,Barcelona,7,12,1983,Dona,2032.7399999999998,No,1.0,Grup B,Núria Ferrer,Si,1983-12-07,42
556,Marta,García,Espanya,València,14,5,1976,Dona,1637.37,No,1.0,Grup B,Marta García,Si,1976-05-14,49
557,Sara,Castro,Colòmbia,Bogotà,4,12,1974,Dona,1577.34,Si,,Grup B,Sara Castro,No,1974-12-04,51
560,Chiara,Russo Conti,Itàlia,Roma,6,11,1985,Altres,1491.435,Si,,Grup B,Chiara Russo Conti,No,1985-11-06,40
566,Eva,Castells Romero,Espanya,Madrid,24,1,1958,Altres,1974.7799999999997,No,1.0,Grup B,Eva Castells Romero,Si,1958-01-24,68
567,Jordi,Romero,Espanya,Bilbao,17,11,1969,Home,1405.53,No,1.0,Grup B,Jordi Romero,Si,1969-11-17,56
572,Gabriela,Ramírez González,Mèxic,Ciutat de Mèxic,26,3,1988,Dona,1262.6999999999998,No,1.0,Grup B,Gabriela Ramírez González,No,1988-03-26,37
573,Eva,Ferrer Ferrer,Espanya,València,24,12,1979,Dona,1642.5449999999998,No,1.0,Grup B,Eva Ferrer Ferrer,Si,1979-12-24,46
577,Laia,López Sánchez,Espanya,Barcelona,11,5,1964,Dona,2163.1499999999996,No,1.0,Grup B,Laia López Sánchez,Si,1964-05-11,61
580,Marta,Martínez,Espanya,Barcelona,4,7,1980,Dona,1718.1,Si,,Grup B,Marta Martínez,Si,1980-07-04,45
585,Eva,López Martínez,Espanya,Bilbao,27,7,1998,Dona,1380.6899999999998,No,1.0,Grup B,Eva López Martínez,Si,1998-07-27,27
588,Laia,Castells,Espanya,Bilbao,20,11,2000,Dona,1757.4299999999998,Si,,Grup B,Laia Castells,Si,2000-11-20,25
593,Laia,Castells Ferrer,Espanya,Sevilla,23,6,1986,Dona,1219.23,Si,,Grup B,Laia Castells Ferrer,Si,1986-06-23,39
597,Laura,Castro Torres,Colòmbia,Medellín,6,6,1997,Dona,1488.33,No,1.0,Grup B,Laura Castro Torres,No,1997-06-06,28
598,Laura,Schmidt,Alemanya,Hamburg,3,5,1956,,1891.9799999999998,Si,,Grup B,Laura Schmidt,No,1956-05-03,69
599,Toni,Romero García,Espanya,Barcelona,12,6,1963,Home,1653.9299999999998,No,1.0,Grup B,Toni Romero García,Si,1963-06-12,62
604,Arnau,Martínez Martínez,Espanya,Sevilla,6,12,1960,Home,1851.6149999999998,No,1.0,Grup B,Arnau Martínez Martínez,Si,1960-12-06,65
616,Anna,López,Espanya,Madrid,17,1,1964,Altres,1348.6049999999998,No,1.0,Grup B,Anna López,Si,1964-01-17,62
617,Marc,Castells,Espanya,Bilbao,16,12,2002,Home,2206.62,No,1.0,Grup B,Marc Castells,Si,2002-12-16,23
620,Ali,El Amrani El Amrani,Marroc,Rabat,4,5,1971,Home,2201.4449999999997,No,1.0,Grup B,Ali El Amrani El Amrani,No,1971-05-04,54
621,Juan,Álvarez Fernández,Argentina,Buenos Aires,11,8,1991,Home,1461.4199999999998,Si,,Grup B,Juan Álvarez Fernández,No,1991-08-11,34
