Unnamed: 0,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,No Fills,Grup Professional,Nom_Cognom,Nascuda_Espanya,Data de naixament,Edat
141,Giulia,Russo Conti,Itàlia,Milà,25,2,1971,Dona,1096.2,No,1.0,Grup A,Giulia Russo Conti,No,1971-02-25,54
142,Clara,Sánchez Castells,Espanya,València,19,3,1972,Dona,1213.8,No,1.0,Grup A,Clara Sánchez Castells,Si,1972-03-19,53
143,Marc,García Romero,Espanya,Sevilla,2,1,1982,Home,1182.3,No,1.0,Grup A,Marc García Romero,Si,1982-01-02,44
144,Jordi,Castells Ferrer,Espanya,Bilbao,23,2,1979,Home,1279.95,No,1.0,Grup A,Jordi Castells Ferrer,Si,1979-02-23,46
145,Laia,Castells,Espanya,Sevilla,6,10,1992,,1544.55,No,1.0,Grup A,Laia Castells,Si,1992-10-06,33
149,Oriol,García,Espanya,Madrid,8,3,1954,Altres,1640.1000000000001,No,1.0,Grup A,Oriol García,Si,1954-03-08,71
150,Marc,Martínez Martínez,Espanya,Barcelona,6,4,2001,,1160.25,Si,,Grup A,Marc Martínez Martínez,Si,2001-04-06,24
152,Eva,Ferrer,Espanya,Sevilla,24,1,1967,Dona,849.45,No,1.0,Grup A,Eva Ferrer,Si,1967-01-24,59
153,Toni,Romero,Espanya,Barcelona,9,12,1989,Home,1741.95,Si,,Grup A,Toni Romero,Si,1989-12-09,36
155,Jordi,Ferrer Martínez,Espanya,Sevilla,26,1,1970,Home,1537.2,Si,,Grup A,Jordi Ferrer Martínez,Si,1970-01-26,56
158,Pau,Sánchez,Espanya,Madrid,1,12,1982,Altres,896.7,No,1.0,Grup A,Pau Sánchez,Si,1982-12-01,43
160,Carla,Castells García,Espanya,Bilbao,7,1,1994,Dona,1358.7,No,1.0,Grup A,Carla Castells García,Si,1994-01-07,32
162,Alessandro,Russo Ferrari,Itàlia,Roma,13,8,1965,Home,987.0,No,1.0,Grup A,Alessandro Russo Ferrari,No,1965-08-13,60
163,Michel,Lefevre,França,Lió,14,1,1985,Home,862.0500000000001,Si,,Grup A,Michel Lefevre,No,1985-01-14,41
164,Salma,Zahraoui El Amrani,Marroc,Rabat,28,9,1950,Dona,1198.05,No,1.0,Grup A,Salma Zahraoui El Amrani,No,1950-09-28,75
168,Núria,Sánchez,Espanya,Sevilla,2,11,1991,Dona,1078.3500000000001,No,1.0,Grup A,Núria Sánchez,Si,1991-11-02,34
169,Eva,Castells,Espanya,Madrid,20,11,1957,Dona,1445.8500000000001,No,1.0,Grup A,Eva Castells,Si,1957-11-20,68
174,Marc,Martínez Ferrer,Espanya,Madrid,14,7,1971,Altres,1258.95,No,1.0,Grup A,Marc Martínez Ferrer,Si,1971-07-14,54
182,Marta,Ferrer,Espanya,Madrid,6,10,1986,Dona,1344.0,No,1.0,Grup A,Marta Ferrer,Si,1986-10-06,39
188,Oriol,García Castells,Espanya,Barcelona,18,6,1955,Home,1272.6000000000001,No,1.0,Grup A,Oriol García Castells,Si,1955-06-18,70
189,Arnau,Ferrer Sánchez,Espanya,Sevilla,3,5,1994,Home,1132.95,No,1.0,Grup A,Arnau Ferrer Sánchez,Si,1994-05-03,31
190,Louis,Moreau,França,Lió,13,2,1974,Home,1747.2,Si,,Grup A,Louis Moreau,No,1974-02-13,51
194,Oriol,Martínez Martínez,Espanya,Sevilla,14,6,1991,,1178.1000000000001,Si,,Grup A,Oriol Martínez Martínez,Si,1991-06-14,34
198,Carla,López,Espanya,Barcelona,18,7,1965,Dona,1216.95,Si,,Grup A,Carla López,Si,1965-07-18,60
199,Eva,Sánchez,Espanya,Sevilla,7,8,1992,Dona,1048.95,Si,,Grup A,Eva Sánchez,Si,1992-08-07,33
203,Felipe,Gutiérrez Torres,Colòmbia,Bogotà,25,10,2004,Home,1444.8,No,1.0,Grup A,Felipe Gutiérrez Torres,No,2004-10-25,21
204,Gabriela,Cruz González,Mèxic,Ciutat de Mèxic,3,1,1955,Dona,1084.65,Si,,Grup A,Gabriela Cruz González,No,1955-01-03,71
205,Carla,Ferrer López,Espanya,València,2,4,1984,Dona,1569.75,Si,,Grup A,Carla Ferrer López,Si,1984-04-02,41
207,Carla,Ferrer López,Espanya,Sevilla,17,7,1982,Dona,856.8000000000001,No,1.0,Grup A,Carla Ferrer López,Si,1982-07-17,43
209,Laia,Martínez,Espanya,Madrid,26,2,1979,Dona,1371.3,No,1.0,Grup A,Laia Martínez,Si,1979-02-26,46
211,José,Hernández,Mèxic,Guadalajara,12,1,1992,Altres,1440.6000000000001,No,1.0,Grup A,José Hernández,No,1992-01-12,34
213,Toni,López Castells,Espanya,Sevilla,18,8,1977,Home,810.6,No,1.0,Grup A,Toni López Castells,Si,1977-08-18,48
214,Beatriz,Ferreira Ferreira,Portugal,Lisboa,17,11,1952,,1022.7,No,1.0,Grup A,Beatriz Ferreira Ferreira,No,1952-11-17,73
215,Laia,Ferrer,Espanya,Barcelona,23,11,1972,Dona,987.0,No,1.0,Grup A,Laia Ferrer,Si,1972-11-23,53
216,Anna,Castells García,Espanya,Barcelona,22,10,1952,Dona,732.9,No,1.0,Grup A,Anna Castells García,Si,1952-10-22,73
217,Oriol,Ferrer Martínez,Espanya,Barcelona,26,7,1950,Home,1001.7,No,1.0,Grup A,Oriol Ferrer Martínez,Si,1950-07-26,75
218,Jordi,Sánchez,Espanya,Barcelona,18,6,1981,Home,840.0,Si,,Grup A,Jordi Sánchez,Si,1981-06-18,44
223,Marc,Castells Sánchez,Espanya,Madrid,24,10,1974,Home,884.1,No,1.0,Grup A,Marc Castells Sánchez,Si,1974-10-24,51
225,Marta,Romero Sánchez,Espanya,Bilbao,19,7,1968,Dona,1087.8,No,1.0,Grup A,Marta Romero Sánchez,Si,1968-07-19,57
226,Jordi,Sánchez Martínez,Espanya,Barcelona,6,11,1998,Home,1149.75,No,1.0,Grup A,Jordi Sánchez Martínez,Si,1998-11-06,27
228,Youssef,Fassi Zahraoui,Marroc,Casablanca,8,3,2003,Home,1300.95,Si,,Grup A,Youssef Fassi Zahraoui,No,2003-03-08,22
229,Pau,López,Espanya,Madrid,24,5,1977,Home,889.35,No,1.0,Grup A,Pau López,Si,1977-05-24,48
230,Marta,Ferrer,Espanya,Barcelona,28,6,2001,Dona,1368.15,Si,,Grup A,Marta Ferrer,Si,2001-06-28,24
231,Oliver,Jones,Regne Unit,Londres,1,6,1959,Home,956.5500000000001,Si,,Grup A,Oliver Jones,No,1959-06-01,66
233,Carla,García Martínez,Espanya,Madrid,19,4,1981,Dona,1565.55,Si,,Grup A,Carla García Martínez,Si,1981-04-19,44
234,Marta,García Sánchez,Espanya,València,3,2,1962,Dona,1176.0,Si,,Grup A,Marta García Sánchez,Si,1962-02-03,63
235,Laia,Castells,Espanya,Madrid,11,4,1986,Dona,962.85,No,1.0,Grup A,Laia Castells,Si,1986-04-11,39
236,Sophie,Moreau Dubois,França,Marsella,27,4,1956,Dona,1581.3,No,1.0,Grup A,Sophie Moreau Dubois,No,1956-04-27,69
237,Jordi,Sánchez,Espanya,Bilbao,5,3,1952,Home,1311.45,No,1.0,Grup A,Jordi Sánchez,Si,1952-03-05,73
239,Clara,Sánchez,Espanya,Sevilla,14,10,1970,Dona,984.9000000000001,Si,,Grup A,Clara Sánchez,Si,1970-10-14,55
240,Tiago,Oliveira,Portugal,Porto,22,3,1989,Home,1421.7,Si,,Grup A,Tiago Oliveira,No,1989-03-22,36
241,Chloé,Girard,França,París,5,10,1952,Dona,778.0500000000001,Si,,Grup A,Chloé Girard,No,1952-10-05,73
246,Núria,López Romero,Espanya,Barcelona,17,9,1957,Dona,1099.3500000000001,No,1.0,Grup A,Núria López Romero,Si,1957-09-17,68
248,Laia,Martínez,Espanya,Barcelona,22,1,1951,Dona,1247.4,Si,,Grup A,Laia Martínez,Si,1951-01-22,75
250,Marta,García Romero,Espanya,Madrid,27,10,1984,Dona,1001.7,No,1.0,Grup A,Marta García Romero,Si,1984-10-27,41
252,Élise,Moreau,França,París,25,7,2001,Dona,976.5,No,1.0,Grup A,Élise Moreau,No,2001-07-25,24
253,Pau,Romero Romero,Espanya,Sevilla,12,4,1990,Home,987.0,No,1.0,Grup A,Pau Romero Romero,Si,1990-04-12,35
257,Daniela,Torres,Colòmbia,Medellín,17,5,1970,Dona,1117.2,Si,,Grup A,Daniela Torres,No,1970-05-17,55
261,Clara,Ferrer,Espanya,València,14,12,2002,Dona,1027.95,Si,,Grup A,Clara Ferrer,Si,2002-12-14,23
262,Marta,Martínez,Espanya,Bilbao,22,6,1973,Dona,858.9000000000001,No,1.0,Grup A,Marta Martínez,Si,1973-06-22,52
264,Jordi,López,Espanya,València,1,5,1996,Home,1384.95,Si,,Grup A,Jordi López,Si,1996-05-01,29
265,Jordi,Sánchez,Espanya,Bilbao,20,4,1993,Home,1353.45,No,1.0,Grup A,Jordi Sánchez,Si,1993-04-20,32
266,Anna,García,Espanya,Madrid,19,7,1972,,1069.95,No,1.0,Grup A,Anna García,Si,1972-07-19,53
271,Clara,Ferrer García,Espanya,València,26,1,1957,Dona,730.8000000000001,Si,,Grup A,Clara Ferrer García,Si,1957-01-26,69
272,Eva,García Sánchez,Espanya,Madrid,28,5,1968,Dona,995.4000000000001,No,1.0,Grup A,Eva García Sánchez,Si,1968-05-28,57
273,Marc,Ferrer Sánchez,Espanya,Barcelona,15,7,1977,Home,1757.7,No,1.0,Grup A,Marc Ferrer Sánchez,Si,1977-07-15,48
274,Núria,García Martínez,Espanya,Barcelona,26,5,2005,Dona,1386.0,Si,,Grup A,Núria García Martínez,Si,2005-05-26,20
275,Pau,Ferrer García,Espanya,València,14,9,1984,Home,1332.45,Si,,Grup A,Pau Ferrer García,Si,1984-09-14,41
276,Alessandro,Ferrari,Itàlia,Torí,13,4,1972,Altres,1400.7,Si,,Grup A,Alessandro Ferrari,No,1972-04-13,53
277,Jordi,Romero Ferrer,Espanya,Madrid,15,4,2002,Home,1353.45,No,1.0,Grup A,Jordi Romero Ferrer,Si,2002-04-15,23
280,Núria,Sánchez Martínez,Espanya,Madrid,4,1,1958,Dona,1522.5,No,1.0,Grup A,Núria Sánchez Martínez,Si,1958-01-04,68
281,Lea,Müller,Alemanya,Hamburg,14,4,2003,Dona,1379.7,No,1.0,Grup A,Lea Müller,No,2003-04-14,22
282,Jordi,Castells,Espanya,Bilbao,1,6,1953,Home,1392.3,Si,,Grup A,Jordi Castells,Si,1953-06-01,72
283,Carla,López López,Espanya,Barcelona,7,3,1956,Dona,852.6,Si,,Grup A,Carla López López,Si,1956-03-07,69
284,Oriol,García Ferrer,Espanya,Barcelona,9,12,2003,Home,1683.15,Si,,Grup A,Oriol García Ferrer,Si,2003-12-09,22
285,Michel,Dubois Dubois,França,Lió,4,9,1979,Home,1149.75,No,1.0,Grup A,Michel Dubois Dubois,No,1979-09-04,46
286,Carla,Ferrer,Espanya,Barcelona,27,10,1987,Dona,877.8000000000001,No,1.0,Grup A,Carla Ferrer,Si,1987-10-27,38
288,Arnau,López Martínez,Espanya,Barcelona,15,11,1972,Home,1666.3500000000001,No,1.0,Grup A,Arnau López Martínez,Si,1972-11-15,53
289,Miguel,González,Mèxic,Guadalajara,15,9,1955,Home,1232.7,No,1.0,Grup A,Miguel González,No,1955-09-15,70
293,Marc,Martínez Martínez,Espanya,Bilbao,4,1,2001,Home,1751.4,Si,,Grup A,Marc Martínez Martínez,Si,2001-01-04,25
295,Oriol,Romero Castells,Espanya,València,25,4,1970,Home,1539.3,No,1.0,Grup A,Oriol Romero Castells,Si,1970-04-25,55
296,Jordi,Romero López,Espanya,Sevilla,13,3,1973,Home,1434.3,No,1.0,Grup A,Jordi Romero López,Si,1973-03-13,52
299,José,González,Mèxic,Ciutat de Mèxic,16,8,1973,Home,1077.3,No,1.0,Grup A,José González,No,1973-08-16,52
304,Eva,García,Espanya,València,28,9,1950,Dona,793.8000000000001,No,1.0,Grup A,Eva García,Si,1950-09-28,75
305,George,Taylor Taylor,Regne Unit,Londres,8,9,1965,Home,1191.75,Si,,Grup A,George Taylor Taylor,No,1965-09-08,60
307,Laia,Martínez,Espanya,Barcelona,11,2,1951,Dona,1371.3,No,1.0,Grup A,Laia Martínez,Si,1951-02-11,74
308,Joan,Martínez Martínez,Espanya,València,1,2,1960,Home,1060.5,No,1.0,Grup A,Joan Martínez Martínez,Si,1960-02-01,66
310,Sara,Torres Castro,Colòmbia,Medellín,8,8,1987,Dona,1097.25,No,1.0,Grup A,Sara Torres Castro,No,1987-08-08,38
311,James,Smith,Regne Unit,Londres,1,6,1954,Home,1131.9,No,1.0,Grup A,James Smith,No,1954-06-01,71
312,Laia,Martínez Romero,Espanya,Barcelona,5,9,1958,Dona,1097.25,No,1.0,Grup A,Laia Martínez Romero,Si,1958-09-05,67
314,Pau,Ferrer López,Espanya,Madrid,16,2,1966,,1242.15,Si,,Grup A,Pau Ferrer López,Si,1966-02-16,59
317,Marta,López,Espanya,Madrid,26,8,1988,Dona,1405.95,Si,,Grup A,Marta López,Si,1988-08-26,37
324,Carla,Romero Ferrer,Espanya,Sevilla,28,5,1991,Dona,766.5,No,1.0,Grup A,Carla Romero Ferrer,Si,1991-05-28,34
325,Laura,Castro Gutiérrez,Colòmbia,Bogotà,18,2,1950,Dona,1044.75,No,1.0,Grup A,Laura Castro Gutiérrez,No,1950-02-18,75
326,Carla,Romero López,Espanya,Barcelona,23,5,2002,Dona,814.8000000000001,Si,,Grup A,Carla Romero López,Si,2002-05-23,23
327,Eva,García,Espanya,Madrid,10,3,1971,,1289.4,Si,,Grup A,Eva García,Si,1971-03-10,54
329,Mia,Schneider Müller,Alemanya,Munic,28,3,1957,Dona,804.3000000000001,No,1.0,Grup A,Mia Schneider Müller,No,1957-03-28,68
336,Jordi,Romero Romero,Espanya,València,11,6,1984,Home,1020.6,No,1.0,Grup A,Jordi Romero Romero,Si,1984-06-11,41
342,Marta,Romero Castells,Espanya,València,12,12,1988,Dona,876.75,No,1.0,Grup A,Marta Romero Castells,Si,1988-12-12,37
343,Lucía,Fernández,Argentina,Buenos Aires,8,8,1953,Dona,802.2,No,1.0,Grup A,Lucía Fernández,No,1953-08-08,72
344,Toni,García Ferrer,Espanya,València,22,9,1988,Home,1068.9,No,1.0,Grup A,Toni García Ferrer,Si,1988-09-22,37
346,Amina,Zahraoui Fassi,Marroc,Casablanca,20,1,1984,Dona,1162.3500000000001,No,1.0,Grup A,Amina Zahraoui Fassi,No,1984-01-20,42
349,Toni,Romero,Espanya,València,17,2,2003,Home,1705.2,Si,,Grup A,Toni Romero,Si,2003-02-17,22
350,Eva,López,Espanya,Bilbao,26,12,1964,Dona,1274.7,No,1.0,Grup A,Eva López,Si,1964-12-26,61
351,Louis,Girard Lefevre,França,Marsella,26,3,1983,Home,1059.45,Si,,Grup A,Louis Girard Lefevre,No,1983-03-26,42
352,Jordi,García,Espanya,Bilbao,11,1,1950,Home,1043.7,No,1.0,Grup A,Jordi García,Si,1950-01-11,76
353,Marta,López,Espanya,Sevilla,25,8,1971,Dona,1108.8,Si,,Grup A,Marta López,Si,1971-08-25,54
354,Arnau,Ferrer García,Espanya,Sevilla,17,3,1989,Home,1445.8500000000001,No,1.0,Grup A,Arnau Ferrer García,Si,1989-03-17,36
356,Salma,El Amrani,Marroc,Casablanca,12,10,1987,Dona,1484.7,No,1.0,Grup A,Salma El Amrani,No,1987-10-12,38
358,Carla,García,Espanya,Barcelona,25,10,1952,Dona,997.5,No,1.0,Grup A,Carla García,Si,1952-10-25,73
362,William,Brown Smith,Regne Unit,Londres,17,7,1959,Home,1204.3500000000001,Si,,Grup A,William Brown Smith,No,1959-07-17,66
363,Clara,Castells Romero,Espanya,Barcelona,4,1,1999,Dona,1461.6000000000001,Si,,Grup A,Clara Castells Romero,Si,1999-01-04,27
366,Pau,Castells,Espanya,Barcelona,1,7,1972,Home,1056.3,No,1.0,Grup A,Pau Castells,Si,1972-07-01,53
369,Jordi,López,Espanya,València,24,10,1954,Home,1107.75,No,1.0,Grup A,Jordi López,Si,1954-10-24,71
370,João,Oliveira Ferreira,Portugal,Lisboa,21,3,1985,Home,1286.25,No,1.0,Grup A,João Oliveira Ferreira,No,1985-03-21,40
371,Andrés,Castro,Colòmbia,Medellín,8,3,2000,Altres,1045.8,No,1.0,Grup A,Andrés Castro,No,2000-03-08,25
372,Anna,Castells,Espanya,Barcelona,2,1,1951,Dona,964.95,No,1.0,Grup A,Anna Castells,Si,1951-01-02,75
374,Clara,García,Espanya,Sevilla,19,8,1998,Dona,784.35,No,1.0,Grup A,Clara García,Si,1998-08-19,27
379,Lucía,Fernández,Argentina,Buenos Aires,28,11,1978,,795.9,No,1.0,Grup A,Lucía Fernández,No,1978-11-28,47
382,Núria,Ferrer,Espanya,Barcelona,27,10,1977,Dona,1179.15,No,1.0,Grup A,Núria Ferrer,Si,1977-10-27,48
387,Camille,Moreau,França,París,6,2,1957,Dona,836.85,No,1.0,Grup A,Camille Moreau,No,1957-02-06,68
388,Oriol,Martínez Martínez,Espanya,Sevilla,21,3,1951,Home,1539.3,No,1.0,Grup A,Oriol Martínez Martínez,Si,1951-03-21,74
389,Sophie,Jones,Regne Unit,Londres,26,1,1963,Dona,718.2,No,1.0,Grup A,Sophie Jones,No,1963-01-26,63
395,Miguel,Silva,Portugal,Lisboa,12,6,1971,,941.85,No,1.0,Grup A,Miguel Silva,No,1971-06-12,54
397,Laia,Ferrer Martínez,Espanya,Sevilla,23,10,1962,Dona,1478.4,Si,,Grup A,Laia Ferrer Martínez,Si,1962-10-23,63
